"chr"	"start"	"end"	"strand"	"name"
"15781"	"chr12"	122266020	122267021	"-"	"VPS33A"
"15782"	"chr10"	122270805	122271806	"+"	"BTBD16"
"15783"	"chr7"	122310190	122311191	"-"	"FEZF1"
"15784"	"chr5"	122310853	122311854	"+"	"SNCAIP"
"15785"	"chr3"	122324743	122325744	"+"	"CSTA"
"15786"	"chr9"	122370029	122371030	"+"	"PTGS1"
"15787"	"chr10"	122374195	122375196	"+"	"PLEKHA1"
"15788"	"chr4"	122378465	122379466	"+"	"ADAD1"
"15789"	"chr3"	122382730	122383731	"-"	"CCDC58"
"15790"	"chr3"	122383675	122384676	"+"	"FAM162A"
"15791"	"chr6"	122399045	122400046	"+"	"HSF2"
"15792"	"chr3"	122415550	122416551	"-"	"WDR5B"
"15793"	"chr12"	122422131	122423132	"-"	"CLIP1"
"15794"	"chr10"	122454152	122455153	"+"	"ARMS2"
"15795"	"chr4"	122456224	122457225	"-"	"IL2"
"15796"	"chr10"	122461024	122462025	"+"	"HTRA1"
"15797"	"chr6"	122471321	122472322	"-"	"SERINC1"
"15798"	"chr6"	122471416	122472417	"+"	"PKIB"
"15799"	"chr9"	122477425	122478426	"-"	"OR1J1"
"15800"	"chr12"	122500572	122501573	"-"	"ZCCHC8"
"15801"	"chr9"	122510301	122511302	"+"	"OR1J2"
"15802"	"chr3"	122514444	122515445	"-"	"KPNA1"
"15803"	"chr9"	122518640	122519641	"+"	"OR1J4"
"15804"	"chr12"	122526499	122527500	"-"	"RSRC2"
"15805"	"chr12"	122526745	122527746	"+"	"KNTC1"
"15806"	"chr9"	122526795	122527796	"-"	"OR1N1"
"15807"	"chr9"	122552611	122553612	"+"	"OR1N2"
"15808"	"chr10"	122560164	122561165	"+"	"DMBT1"
"15809"	"chr3"	122563737	122564738	"+"	"DTX3L"
"15810"	"chr3"	122564076	122565077	"-"	"PARP9"
"15811"	"chr9"	122567976	122568977	"-"	"OR1L8"
"15812"	"chr3"	122577101	122578102	"+"	"PARP15"
"15813"	"chr9"	122614237	122615238	"+"	"OR1Q1"
"15814"	"chr4"	122620568	122621569	"-"	"IL21"
"15815"	"chr11"	122655174	122656175	"+"	"UBASH3B"
"15816"	"chr9"	122661065	122662066	"+"	"OR1L1"
"15817"	"chr9"	122674629	122675630	"+"	"OR1L3"
"15818"	"chr3"	122680117	122681118	"+"	"PARP14"
"15819"	"chr7"	122698655	122699656	"-"	"RNF133"
"15820"	"chr10"	122699321	122700322	"-"	"C10orf120"
"15821"	"chr7"	122702466	122703467	"-"	"RNF148"
"15822"	"chr12"	122702842	122703843	"-"	"HCAR2"
"15823"	"chr12"	122716391	122717392	"-"	"HCAR3"
"15824"	"chr9"	122723489	122724490	"+"	"OR1L4"
"15825"	"chr12"	122730342	122731343	"-"	"HCAR1"
"15826"	"chr4"	122732201	122733202	"+"	"BBS12"
"15827"	"chr9"	122749239	122750240	"+"	"OR1L6"
"15828"	"chr12"	122752273	122753274	"+"	"DENR"
"15829"	"chr12"	122773826	122774827	"+"	"CCDC62"
"15830"	"chr5"	122774495	122775496	"+"	"SNX2"
"15831"	"chr6"	122778974	122779975	"+"	"FABP7"
"15832"	"chr8"	122780893	122781894	"+"	"ZHX2"
"15833"	"chr9"	122788432	122789433	"+"	"OR5C1"
"15834"	"chr6"	122788548	122789549	"+"	"SMPDL3A"
"15835"	"chr3"	122793323	122794324	"-"	"HSPBAP1"
"15836"	"chr3"	122794294	122795295	"+"	"DIRC2"
"15837"	"chr9"	122799622	122800623	"+"	"OR1K1"
"15838"	"chr4"	122826207	122827208	"+"	"FGF2"
"15839"	"chr9"	122828130	122829131	"-"	"PDCL"
"15840"	"chr12"	122833952	122834953	"+"	"HIP1R"
"15841"	"chr11"	122837999	122839000	"+"	"CRTAM"
"15842"	"chr5"	122842938	122843939	"+"	"SNX24"
"15843"	"chr10"	122850292	122851293	"-"	"CUZD1"
"15844"	"chr10"	122879140	122880141	"-"	"FAM24B"
"15845"	"chr11"	122882027	122883028	"+"	"C11orf63"
"15846"	"chr7"	122886258	122887259	"-"	"CADPS2"
"15847"	"chr12"	122895943	122896944	"-"	"VPS37B"
"15848"	"chr9"	122904840	122905841	"-"	"RC3H2"
"15849"	"chr10"	122910200	122911201	"+"	"FAM24A"
"15850"	"chr9"	122912829	122913830	"-"	"ZBTB6"
"15851"	"chr4"	122922467	122923468	"-"	"NUDT6"
"15852"	"chr4"	122922573	122923574	"+"	"SPATA5"
"15853"	"chr9"	122930999	122932000	"-"	"ZBTB26"
"15854"	"chr9"	122940332	122941333	"+"	"RABGAP1"
"15855"	"chr10"	122953880	122954881	"+"	"PSTK"
"15856"	"chr10"	122953902	122954903	"-"	"C10orf88"
"15857"	"chr12"	122974079	122975080	"+"	"OGFOD2"
"15858"	"chr12"	122979559	122980560	"+"	"ARL6IP4"
"15859"	"chr12"	122981148	122982149	"-"	"ABCB9"
"15860"	"chr11"	122981219	122982220	"-"	"BSX"
"15861"	"chr7"	122995199	122996200	"-"	"TAS2R16"
"15862"	"chr6"	122995470	122996471	"+"	"CLVS2"
"15863"	"chr10"	123008316	123009317	"-"	"IKZF5"
"15864"	"chr10"	123008478	123009479	"+"	"ACADSB"
"15865"	"chr3"	123028104	123029105	"-"	"SEMA5B"
"15866"	"chr9"	123034026	123035027	"+"	"GPR21"
"15867"	"chr5"	123036240	123037241	"-"	"PPIC"
"15868"	"chr8"	123041467	123042468	"+"	"TBC1D31"
"15869"	"chr8"	123041922	123042923	"-"	"DERL1"
"15870"	"chr11"	123062729	123063730	"-"	"HSPA8"
"15871"	"chr3"	123066561	123067562	"+"	"PDIA5"
"15872"	"chr5"	123088620	123089621	"+"	"PRDM6"
"15873"	"chr10"	123135461	123136462	"+"	"HMX3"
"15874"	"chr10"	123147621	123148622	"+"	"HMX2"
"15875"	"chr12"	123149514	123150515	"-"	"PITPNM2"
"15876"	"chr10"	123153776	123154777	"+"	"BUB3"
"15877"	"chr8"	123178459	123179460	"+"	"FAM83A"
"15878"	"chrX"	123183652	123184653	"+"	"GRIA3"
"15879"	"chr11"	123194780	123195781	"-"	"CLMP"
"15880"	"chr7"	123199485	123200486	"-"	"SLC13A1"
"15881"	"chr3"	123201426	123202427	"+"	"SEC22A"
"15882"	"chr12"	123232415	123233416	"+"	"C12orf65"
"15883"	"chr8"	123240897	123241898	"-"	"C8orf76"
"15884"	"chr12"	123243513	123244514	"-"	"MPHOSPH9"
"15885"	"chr9"	123268075	123269076	"-"	"STRBP"
"15886"	"chr12"	123271833	123272834	"-"	"CDK2AP1"
"15887"	"chr8"	123273783	123274784	"-"	"ZHX1-C8orf76"
"15888"	"chr8"	123275040	123276041	"-"	"ZHX1"
"15889"	"chr9"	123355669	123356670	"+"	"CRB2"
"15890"	"chr11"	123357927	123358928	"+"	"GRAMD1B"
"15891"	"chr12"	123364342	123365343	"-"	"SBNO1"
"15892"	"chr12"	123383272	123384273	"+"	"KMT5A"
"15893"	"chr4"	123396294	123397295	"+"	"SPRY1"
"15894"	"chr8"	123415849	123416850	"-"	"ATAD2"
"15895"	"chr8"	123416224	123417225	"+"	"WDYHV1"
"15896"	"chr5"	123423091	123424092	"-"	"CEP120"
"15897"	"chr12"	123436216	123437217	"-"	"RILPL2"
"15898"	"chr3"	123449257	123450258	"-"	"ADCY5"
"15899"	"chr12"	123457140	123458141	"+"	"SNRNP35"
"15900"	"chr5"	123511598	123512599	"+"	"CSNK1G3"
"15901"	"chr12"	123533217	123534218	"-"	"RILPL1"
"15902"	"chr7"	123534576	123535577	"-"	"IQUB"
"15903"	"chr8"	123540705	123541706	"-"	"FBXO32"
"15904"	"chr7"	123557754	123558755	"-"	"NDUFA5"
"15905"	"chr7"	123566509	123567510	"+"	"ASB15"
"15906"	"chr12"	123584030	123585031	"+"	"TMED2"
"15907"	"chr3"	123584684	123585685	"-"	"HACD2"
"15908"	"chr12"	123601576	123602577	"+"	"DDX55"
"15909"	"chr12"	123633238	123634239	"+"	"GTF2H3"
"15910"	"chr12"	123633265	123634266	"-"	"EIF2B1"
"15911"	"chr6"	123636592	123637593	"-"	"TRDN"
"15912"	"chr8"	123652449	123653450	"-"	"KLHL38"
"15913"	"chr11"	123654743	123655744	"-"	"SCN3B"
"15914"	"chr7"	123655306	123656307	"+"	"LMOD2"
"15915"	"chr10"	123665854	123666855	"+"	"GPR26"
"15916"	"chr12"	123670612	123671613	"+"	"TCTN2"
"15917"	"chr12"	123711817	123712818	"+"	"ATP6V0A2"
"15918"	"chrX"	123732555	123733556	"-"	"THOC2"
"15919"	"chr8"	123736906	123737907	"-"	"ANXA13"
"15920"	"chr11"	123741174	123742175	"-"	"ZNF202"
"15921"	"chr7"	123748566	123749567	"-"	"WASL"
"15922"	"chr11"	123754044	123755045	"-"	"OR6X1"
"15923"	"chr12"	123761687	123762688	"+"	"DNAH10"
"15924"	"chr8"	123767955	123768956	"+"	"FAM91A1"
"15925"	"chr6"	123803640	123804641	"+"	"NKAIN2"
"15926"	"chr11"	123805886	123806887	"-"	"OR6M1"
"15927"	"chr7"	123828482	123829483	"+"	"HYAL4"
"15928"	"chr8"	123851486	123852487	"+"	"FER1L6"
"15929"	"chrX"	123859223	123860224	"+"	"XIAP"
"15930"	"chr3"	123883830	123884831	"-"	"MYLK"
"15931"	"chr11"	123885141	123886142	"-"	"TMEM225"
"15932"	"chr11"	123905645	123906646	"+"	"OR8D4"
"15933"	"chr7"	123924736	123925737	"+"	"SPAM1"
"15934"	"chr9"	123929651	123930652	"-"	"DENND1A"
"15935"	"chr12"	123934483	123935484	"-"	"DNAH10OS"
"15936"	"chr11"	123939042	123940043	"+"	"OR4D5"
"15937"	"chr10"	123939766	123940767	"-"	"CPXM2"
"15938"	"chr11"	123943372	123944373	"-"	"OR6T1"
"15939"	"chrX"	123959711	123960712	"+"	"STAG2"
"15940"	"chr3"	123960907	123961908	"-"	"CCDC14"
"15941"	"chr12"	123971344	123972345	"+"	"ZNF664"
"15942"	"chr12"	123972330	123973331	"-"	"CCDC92"
"15943"	"chr12"	123972740	123973741	"+"	"RFLNA"
"15944"	"chr12"	123973443	123974444	"+"	"RP11-214K3.25"
"15945"	"chr11"	123977280	123978281	"-"	"OR10S1"
"15946"	"chr3"	123991677	123992678	"-"	"ROPN1"
"15947"	"chr11"	123994660	123995661	"-"	"OR10G6"
"15948"	"chr9"	124001169	124002170	"+"	"LHX2"
"15949"	"chr11"	124015074	124016075	"+"	"OR10G4"
"15950"	"chr11"	124022512	124023513	"+"	"OR10G9"
"15951"	"chr2"	124024786	124025787	"+"	"CNTNAP5"
"15952"	"chr11"	124029089	124030090	"+"	"OR10G8"
"15953"	"chr7"	124032522	124033523	"-"	"TMEM229A"
"15954"	"chr11"	124038509	124039510	"-"	"OR10G7"
"15955"	"chr3"	124079522	124080523	"+"	"KALRN"
"15956"	"chr10"	124093106	124094107	"-"	"CHST15"
"15957"	"chr11"	124114861	124115862	"+"	"VWA5A"
"15958"	"chr11"	124184715	124185716	"+"	"OR10D3"
"15959"	"chrX"	124227367	124228368	"+"	"SH2D1A"
"15960"	"chrX"	124245748	124246749	"+"	"TEX13D"
"15961"	"chr11"	124249175	124250176	"+"	"OR8G1"
"15962"	"chr9"	124257105	124258106	"+"	"NEK6"
"15963"	"chr11"	124264326	124265327	"+"	"OR8G5"
"15964"	"chr11"	124310336	124311337	"-"	"OR8D1"
"15965"	"chr8"	124372191	124373192	"-"	"TMEM65"
"15966"	"chr11"	124382861	124383862	"-"	"OR8B2"
"15967"	"chr11"	124396867	124397868	"-"	"OR8B3"
"15968"	"chr9"	124414943	124415944	"-"	"PSMB7"
"15969"	"chr10"	124418475	124419476	"-"	"OAT"
"15970"	"chr11"	124424392	124425393	"-"	"OR8B4"
"15971"	"chr11"	124440657	124441658	"-"	"OR8B8"
"15972"	"chr10"	124449683	124450684	"-"	"NKX1-2"
"15973"	"chr8"	124450319	124451320	"+"	"TRMT12"
"15974"	"chr9"	124450924	124451925	"+"	"ADGRD2"
"15975"	"chr10"	124461333	124462334	"+"	"LHPP"
"15976"	"chr8"	124474237	124475238	"+"	"RNF139"
"15977"	"chr7"	124475870	124476871	"+"	"SSU72P8"
"15978"	"chr9"	124506929	124507930	"-"	"NR5A1"
"15979"	"chr8"	124538602	124539603	"+"	"NDUFB9"
"15980"	"chr8"	124538957	124539958	"-"	"TATDN1"
"15981"	"chr11"	124543178	124544179	"-"	"OR8B12"
"15982"	"chr12"	124567088	124568089	"-"	"NCOR2"
"15983"	"chr11"	124569496	124570497	"+"	"OR8A1"
"15984"	"chr11"	124610989	124611990	"+"	"PANX3"
"15985"	"chr11"	124622335	124623336	"+"	"TBRG1"
"15986"	"chr11"	124673297	124674298	"+"	"SPA17"
"15987"	"chr11"	124695206	124696207	"-"	"SIAE"
"15988"	"chr4"	124712231	124713232	"-"	"ANKRD50"
"15989"	"chr8"	124727928	124728929	"-"	"MTSS1"
"15990"	"chr3"	124729865	124730866	"+"	"UMPS"
"15991"	"chr11"	124739345	124740346	"+"	"NRGN"
"15992"	"chr10"	124743768	124744769	"-"	"FAM53B"
"15993"	"chr5"	124748306	124749307	"-"	"ZNF608"
"15994"	"chr11"	124751737	124752738	"-"	"VSIG2"
"15995"	"chr11"	124761789	124762790	"-"	"ESAM"
"15996"	"chr7"	124765126	124766127	"-"	"GPR37"
"15997"	"chr9"	124770809	124771810	"-"	"NR6A1"
"15998"	"chr9"	124776657	124777658	"+"	"OLFML2A"
"15999"	"chr7"	124790188	124791189	"-"	"C7orf77"
"16000"	"chr10"	124791226	124792227	"-"	"RP11-12J10.3"
"16001"	"chr10"	124791369	124792370	"-"	"METTL10"
"16002"	"chr11"	124800172	124801173	"-"	"MSANTD2"
"16003"	"chr10"	124801284	124802285	"+"	"FAM175B"
"16004"	"chr9"	124852916	124853917	"+"	"WDR38"
"16005"	"chr9"	124861480	124862481	"-"	"RPL35"
"16006"	"chr9"	124861629	124862630	"+"	"ARPC5L"
"16007"	"chr11"	124864885	124865886	"+"	"ROBO3"
"16008"	"chr12"	124882167	124883168	"-"	"SCARB1"
"16009"	"chr11"	124897999	124899000	"-"	"ROBO4"
"16010"	"chr3"	124900917	124901918	"-"	"ITGB5"
"16011"	"chr12"	124916867	124917868	"-"	"UBC"
"16012"	"chr11"	124918743	124919744	"+"	"HEPN1"
"16013"	"chr7"	124929482	124930483	"-"	"POT1"
"16014"	"chr11"	124935911	124936912	"-"	"HEPACAM"
"16015"	"chr10"	124941622	124942623	"+"	"ZRANB1"
"16016"	"chr9"	124947991	124948992	"-"	"GOLGA1"
"16017"	"chr3"	124953318	124954319	"-"	"MUC13"
"16018"	"chr11"	124953620	124954621	"+"	"CCDC15"
"16019"	"chr6"	124962044	124963045	"+"	"RNF217"
"16020"	"chrX"	124963316	124964317	"-"	"TENM1"
"16021"	"chr8"	124972797	124973798	"+"	"ZNF572"
"16022"	"chr12"	124988621	124989622	"-"	"DHX37"
"16023"	"chr12"	124993199	124994200	"+"	"BRI3BP"
"16024"	"chr8"	124997996	124998997	"+"	"SQLE"
"16025"	"chr3"	125055457	125056458	"-"	"HEG1"
"16026"	"chr11"	125062566	125063567	"+"	"SLC37A2"
"16027"	"chr12"	125064878	125065879	"+"	"AACS"
"16028"	"chr8"	125091178	125092179	"+"	"NSMCE2"
"16029"	"chr8"	125091339	125092340	"-"	"WASHC5"
"16030"	"chr11"	125111262	125112263	"-"	"TMEM218"
"16031"	"chr6"	125118548	125119549	"+"	"TPD52L1"
"16032"	"chr9"	125143005	125144006	"-"	"SCAI"
"16033"	"chr10"	125160669	125161670	"-"	"CTBP2"
"16034"	"chr11"	125164186	125165187	"+"	"PKNOX2"
"16035"	"chr12"	125186335	125187336	"+"	"TMEM132B"
"16036"	"chr9"	125189438	125190439	"-"	"PPP6C"
"16037"	"chr9"	125200041	125201042	"+"	"RABEPK"
"16038"	"chr3"	125212363	125213364	"-"	"SLC12A8"
"16039"	"chr9"	125240829	125241830	"-"	"HSPA5"
"16040"	"chr9"	125261293	125262294	"+"	"GAPVD1"
"16041"	"chr6"	125301577	125302578	"-"	"HDDC2"
"16042"	"chr4"	125315898	125316899	"+"	"FAT4"
"16043"	"chrX"	125319619	125320620	"+"	"TEX13C"
"16044"	"chr3"	125374853	125375854	"-"	"ZNF148"
"16045"	"chr8"	125429820	125430821	"+"	"TRIB1"
"16046"	"chr11"	125495816	125496817	"-"	"FEZ1"
"16047"	"chr3"	125519696	125520697	"-"	"SNX4"
"16048"	"chr11"	125568715	125569716	"+"	"EI24"
"16049"	"chr11"	125591211	125592212	"+"	"STT3A"
"16050"	"chr3"	125594589	125595590	"-"	"OSBPL11"
"16051"	"chr11"	125624635	125625636	"+"	"CHEK1"
"16052"	"chr11"	125680622	125681623	"-"	"ACRV1"
"16053"	"chr10"	125682643	125683644	"-"	"TEX36"
"16054"	"chr9"	125706733	125707734	"-"	"MAPKAP1"
"16055"	"chr10"	125719014	125720015	"+"	"EDRF1"
"16056"	"chr11"	125745792	125746793	"+"	"PATE1"
"16057"	"chr9"	125746844	125747845	"+"	"PBX3"
"16058"	"chr6"	125747163	125748164	"+"	"HEY2"
"16059"	"chr10"	125775320	125776321	"-"	"MMP21"
"16060"	"chr11"	125778318	125779319	"-"	"PATE2"
"16061"	"chr6"	125780660	125781661	"+"	"NCOA7"
"16062"	"chr11"	125787610	125788611	"+"	"PATE3"
"16063"	"chr10"	125822747	125823748	"-"	"UROS"
"16064"	"chr10"	125823045	125824046	"+"	"BCCIP"
"16065"	"chr11"	125832815	125833816	"+"	"PATE4"
"16066"	"chr11"	125883113	125884114	"+"	"HYLS1"
"16067"	"chr10"	125895935	125896936	"-"	"DHX32"
"16068"	"chr10"	125896038	125897039	"+"	"FANK1"
"16069"	"chr11"	125902720	125903721	"-"	"PUS3"
"16070"	"chr11"	125902847	125903848	"+"	"DDX25"
"16071"	"chr3"	125936538	125937539	"-"	"ALG1L"
"16072"	"chr11"	125945555	125946556	"+"	"RP11-680F20.6"
"16073"	"chr6"	125956280	125957281	"+"	"HINT3"
"16074"	"chr3"	125968643	125969644	"+"	"ROPN1B"
"16075"	"chr6"	125985929	125986930	"+"	"TRMT11"
"16076"	"chr11"	126062834	126063835	"-"	"CDON"
"16077"	"chr3"	126101060	126102061	"-"	"SLC41A3"
"16078"	"chrX"	126165596	126166597	"-"	"DCAF12L2"
"16079"	"chr12"	126190762	126191763	"+"	"RP4-809F18.1"
"16080"	"chr3"	126197493	126198494	"-"	"ALDH1L1"
"16081"	"chr11"	126210913	126211914	"+"	"FAM118B"
"16082"	"chr11"	126211191	126212192	"-"	"RPUSD4"
"16083"	"chr11"	126268554	126269555	"+"	"FOXRED1"
"16084"	"chr11"	126268643	126269644	"-"	"SRPRA"
"16085"	"chr11"	126282564	126283565	"+"	"TIRAP"
"16086"	"chr11"	126303251	126304252	"+"	"DCPS"
"16087"	"chr9"	126326348	126327349	"+"	"MVB12B"
"16088"	"chr6"	126339673	126340674	"+"	"CENPW"
"16089"	"chr11"	126355139	126356140	"+"	"ST3GAL4"
"16090"	"chr3"	126356941	126357942	"-"	"KLF15"
"16091"	"chr5"	126359631	126360632	"+"	"GRAMD3"
"16092"	"chr10"	126387954	126388955	"-"	"ADAM12"
"16093"	"chr3"	126394438	126395439	"+"	"CFAP100"
"16094"	"chr3"	126475418	126476419	"-"	"ZXDC"
"16095"	"chr3"	126517272	126518273	"-"	"UROC1"
"16096"	"chr3"	126523782	126524783	"+"	"CHST13"
"16097"	"chrX"	126552350	126553351	"-"	"DCAF12L1"
"16098"	"chr8"	126557892	126558893	"-"	"FAM84B"
"16099"	"chr3"	126558464	126559465	"-"	"C3orf22"
"16100"	"chr3"	126572135	126573136	"-"	"TXNRD3NB"
"16101"	"chr5"	126594917	126595918	"-"	"ALDH7A1"
"16102"	"chr5"	126599767	126600768	"+"	"PHAX"
"16103"	"chr3"	126608054	126609055	"-"	"TXNRD3NB"
"16104"	"chr9"	126613942	126614943	"+"	"LMX1B"
"16105"	"chr5"	126631221	126632222	"+"	"TEX43"
"16106"	"chr3"	126654654	126655655	"-"	"TXNRD3"
"16107"	"chr2"	126655432	126656433	"+"	"GYPC"
"16108"	"chr10"	126669945	126670946	"-"	"C10orf90"
"16109"	"chr3"	126703719	126704720	"+"	"CHCHD6"
"16110"	"chr5"	126776122	126777123	"+"	"LMNB1"
"16111"	"chr9"	126804505	126805506	"+"	"ZBTB43"
"16112"	"chrX"	126819263	126820264	"+"	"PRR32"
"16113"	"chr9"	126860164	126861165	"+"	"ZBTB34"
"16114"	"chr2"	126898381	126899382	"+"	"AC114783.1"
"16115"	"chr10"	126904908	126905909	"+"	"DOCK1"
"16116"	"chr9"	126914273	126915274	"+"	"RALGPS1"
"16117"	"chr3"	126988093	126989094	"+"	"PLXNA1"
"16118"	"chr11"	127002959	127003960	"-"	"KIRREL3"
"16119"	"chr5"	127030307	127031308	"-"	"3-Mar"
"16120"	"chr5"	127072991	127073992	"-"	"C5orf63"
"16121"	"chr2"	127106854	127107855	"-"	"BIN1"
"16122"	"chr6"	127118103	127119104	"+"	"RSPO3"
"16123"	"chr9"	127122382	127123383	"-"	"ANGPTL2"
"16124"	"chr10"	127195657	127196658	"-"	"FAM196A"
"16125"	"chr2"	127219577	127220578	"-"	"CYP27C1"
"16126"	"chr9"	127223764	127224765	"+"	"GARNL3"
"16127"	"chr7"	127252793	127253794	"-"	"GRM8"
"16128"	"chr6"	127266109	127267110	"+"	"RNF146"
"16129"	"chr5"	127290330	127291331	"+"	"MEGF10"
"16130"	"chr2"	127293675	127294676	"-"	"ERCC3"
"16131"	"chr6"	127343108	127344109	"-"	"ECHDC1"
"16132"	"chr2"	127387964	127388965	"-"	"MAP3K2"
"16133"	"chr9"	127396637	127397638	"+"	"SLC2A8"
"16134"	"chr8"	127413789	127414790	"+"	"POU5F1B"
"16135"	"chr2"	127417926	127418927	"+"	"PROC"
"16136"	"chr9"	127423873	127424874	"+"	"ZNF79"
"16137"	"chr7"	127431423	127432424	"-"	"ZNF800"
"16138"	"chr9"	127450904	127451905	"-"	"RPL12"
"16139"	"chr9"	127450985	127451986	"+"	"LRSAM1"
"16140"	"chr6"	127458890	127459891	"-"	"KIAA0408"
"16141"	"chr5"	127517108	127518109	"+"	"PRRC1"
"16142"	"chr6"	127518500	127519501	"-"	"SOGA3"
"16143"	"chr6"	127518690	127519691	"-"	"SOGA3"
"16144"	"chr6"	127518954	127519955	"+"	"C6orf58"
"16145"	"chr2"	127526385	127527386	"-"	"IWS1"
"16146"	"chr2"	127535301	127536302	"+"	"MYO7B"
"16147"	"chr10"	127548868	127549869	"+"	"NPS"
"16148"	"chr9"	127578488	127579489	"-"	"FAM129B"
"16149"	"chr9"	127578869	127579870	"+"	"STXBP1"
"16150"	"chr7"	127587844	127588845	"+"	"ARF5"
"16151"	"chr7"	127590908	127591909	"+"	"FSCN3"
"16152"	"chr7"	127593110	127594111	"-"	"GCC1"
"16153"	"chr3"	127597722	127598723	"+"	"MCM2"
"16154"	"chr3"	127597750	127598751	"-"	"TPRA1"
"16155"	"chr7"	127617613	127618614	"-"	"PAX4"
"16156"	"chr4"	127622770	127623771	"+"	"INTU"
"16157"	"chr3"	127628680	127629681	"+"	"PODXL2"
"16158"	"chr2"	127645363	127646364	"+"	"GPR17"
"16159"	"chr5"	127648543	127649544	"+"	"CTXN3"
"16160"	"chr7"	127651679	127652680	"+"	"SND1"
"16161"	"chr3"	127672434	127673435	"+"	"ABTB1"
"16162"	"chr2"	127681285	127682286	"-"	"LIMS2"
"16163"	"chr2"	127701007	127702008	"+"	"SFT2D3"
"16164"	"chr5"	127702888	127703889	"+"	"CCDC192"
"16165"	"chr9"	127706488	127707489	"+"	"CFAP157"
"16166"	"chr9"	127715565	127716566	"+"	"TTC16"
"16167"	"chr9"	127724372	127725373	"-"	"PTRH1"
"16168"	"chr4"	127729877	127730878	"+"	"SLC25A31"
"16169"	"chr9"	127734816	127735817	"-"	"TOR2A"
"16170"	"chr8"	127734933	127735934	"+"	"MYC"
"16171"	"chr10"	127736734	127737735	"+"	"FOXI2"
"16172"	"chr9"	127778240	127779241	"-"	"SH2D3C"
"16173"	"chr4"	127781320	127782321	"+"	"HSPA4L"
"16174"	"chr9"	127785178	127786179	"+"	"CDK9"
"16175"	"chr9"	127794096	127795097	"+"	"FPGS"
"16176"	"chr2"	127810686	127811687	"-"	"WDR33"
"16177"	"chr3"	127822749	127823750	"-"	"MGLL"
"16178"	"chr9"	127854255	127855256	"-"	"ENG"
"16179"	"chr2"	127857656	127858657	"-"	"POLR2D"
"16180"	"chr9"	127877242	127878243	"-"	"AK1"
"16181"	"chr4"	127880360	127881361	"+"	"PLK4"
"16182"	"chr2"	127885421	127886422	"-"	"AMMECR1L"
"16183"	"chr10"	127892446	127893447	"-"	"CLRN3"
"16184"	"chr9"	127904907	127905908	"-"	"ST6GALNAC6"
"16185"	"chr10"	127906560	127907561	"+"	"PTPRE"
"16186"	"chr3"	127914731	127915732	"+"	"KBTBD12"
"16187"	"chr9"	127916537	127917538	"-"	"ST6GALNAC4"
"16188"	"chr6"	127918130	127919131	"-"	"THEMIS"
"16189"	"chr9"	127930296	127931297	"-"	"PIP5KL1"
"16190"	"chr9"	127937983	127938984	"-"	"DPM2"
"16191"	"chr4"	127964805	127965806	"+"	"ABHD18"
"16192"	"chr4"	127965494	127966495	"-"	"MFSD8"
"16193"	"chr9"	127980012	127981013	"-"	"FAM102A"
"16194"	"chr2"	128027619	128028620	"-"	"SAP130"
"16195"	"chr7"	128031606	128032607	"-"	"LRRC4"
"16196"	"chr3"	128051140	128052141	"+"	"SEC61A1"
"16197"	"chrX"	128051897	128052898	"-"	"ACTRT1"
"16198"	"chr4"	128060767	128061768	"+"	"LARP1B"
"16199"	"chr9"	128067700	128068701	"+"	"SLC25A25"
"16200"	"chr9"	128067705	128068706	"-"	"NAIF1"
"16201"	"chr5"	128083265	128084266	"+"	"SLC12A2"
"16202"	"chr2"	128090699	128091700	"+"	"UGGT1"
"16203"	"chr10"	128125884	128126885	"-"	"MKI67"
"16204"	"chr9"	128127961	128128962	"-"	"PTGES2"
"16205"	"chr9"	128148570	128149571	"+"	"LCN2"
"16206"	"chr3"	128152953	128153954	"+"	"EEFSEC"
"16207"	"chr3"	128153413	128154414	"-"	"RUVBL1"
"16208"	"chr9"	128159759	128160760	"+"	"C9orf16"
"16209"	"chr9"	128191154	128192155	"+"	"DNM1"
"16210"	"chr9"	128203882	128204883	"-"	"CIZ1"
"16211"	"chr7"	128240783	128241784	"+"	"LEP"
"16212"	"chr12"	128266902	128267903	"+"	"TMEM132C"
"16213"	"chr9"	128274878	128275879	"+"	"SWI5"
"16214"	"chr9"	128275494	128276495	"-"	"GOLGA2"
"16215"	"chr4"	128288328	128289329	"-"	"PGRMC2"
"16216"	"chr2"	128318076	128319077	"-"	"HS6ST1"
"16217"	"chr9"	128322035	128323036	"+"	"COQ4"
"16218"	"chr9"	128322241	128323242	"-"	"TRUB2"
"16219"	"chr9"	128340145	128341146	"+"	"SLC27A4"
"16220"	"chr7"	128343407	128344408	"-"	"RBM28"
"16221"	"chr7"	128361184	128362185	"-"	"PRRT4"
"16222"	"chr9"	128370818	128371819	"+"	"URM1"
"16223"	"chr7"	128409751	128410752	"-"	"IMPDH1"
"16224"	"chr9"	128411250	128412251	"+"	"CERCAM"
"16225"	"chr9"	128454685	128455686	"+"	"ODF2"
"16226"	"chr7"	128455348	128456349	"+"	"HILPDA"
"16227"	"chr3"	128466747	128467748	"-"	"DNAJB8"
"16228"	"chr7"	128476228	128477229	"+"	"METTL2B"
"16229"	"chr3"	128492684	128493685	"-"	"GATA2"
"16230"	"chr9"	128504199	128505200	"+"	"GLE1"
